id,student_id,sign_up_time,check_off_time,question
46,87,8594163478731326373,951213508504667602,1527,
47,88,399603311714112424,7315124177926436513,1866,
48,69,4076773634035054970,1444844374591157799,1219,
49,42,6313189507585557980,5594007196460836593,1407,
50,20,8579142884939856708,3779566096443652441,75,
51,70,5667827949575360799,3519237350867130965,507,
52,97,348412385583446681,4121961550194271029,2830,
53,96,8929741884641052714,5258025877838585912,86,
54,38,5579025477536988237,6277125879526418712,86,
55,56,3237238358271519626,3452111203676578449,1888,
56,80,6386130772014541958,7032343775422050622,735,
57,94,6250838514355650272,1823094697159184721,2149,
58,74,505573389901524925,5088902968464275831,1936,
59,0,1157841026377518244,5122280804226843322,2516,
60,68,8731350078544205304,5796509417556127154,2720,
61,15,3173440056846122195,1965702352665730422,2839,
62,16,8601230910964718188,1383385787675950087,744,
63,67,5183780383060860900,5943083760125398236,2649,
64,79,478291800846383786,2560213487720556606,597,
65,28,3889425756029652261,2871736298363872312,2569,
66,40,5962249542644395969,2664840823362272849,1998,
67,95,1680804084675582492,7256839821451207005,2003,
68,71,9137837674538780436,1551997650705059017,2868,
69,49,8867772635136199602,7605033240295506241,469,
70,55,4630713682603520768,2188159386594484184,2450,
71,72,72896339917373553,2955878211398432232,233,
72,35,2249275235102682267,2610891291902334013,975,
73,59,8229993446075766698,4791261789922344650,64,
74,68,7993552751187752544,2122380628443745291,2456,
75,17,6162381171169371099,6318521833042150989,313,
76,46,6735097511079105807,3432603082462625988,1630,
77,43,7184249545945953719,6104001517364801901,482,
78,53,4578047889044269059,7652520408933085724,202,
79,74,3098853634489449073,2501540826170995448,123,
80,85,5308352497687203995,4639916089720142385,2359,
81,45,5064828218611444101,5642992084705352901,1355,
82,24,253519367922678230,1430034500407271662,848,
83,32,1449501593095774861,3815182836767591762,1411,
84,97,6837786899671500684,7323927515627401943,790,
85,24,4262581771766747363,3180530348319323135,2705,
86,40,1537763523452934669,7134579424322358475,2485,
87,92,5088769568326548827,5602372247734399899,867,
88,32,4520662174577174421,3135381842094151282,1914,
89,19,6287015151525588923,6140760124042266709,2708,
90,7,2652533587860127078,609659256224941907,1474,
91,40,9188607757859905898,1870846989587264475,1393,
92,26,5200415861906317915,4853463214992922820,201,
93,59,1341036498837023494,2246361589955303149,470,
94,18,1047544951933301412,3488300066061872566,2513,
95,29,5600008776102550499,6530157294738920010,58,
96,3,7191386623935129892,1669190905842008528,1372,
97,23,2797895824075207310,747023601974181307,2420,
98,35,6578266114450877322,7179999730214794558,2610,
99,39,7079850624692086362,3558077769995679799,732,
100,27,7345467965283469296,955797615510038942,1900,
101,86,5630982880394057641,8417180834263854163,759,
102,18,9070907082232593303,2160107595937496096,63,
103,23,5656437526721453932,2057976040491124427,2625,
104,24,8129032488506924968,6813154736536645263,47,
105,17,8710037785581406818,1081412820441224879,973,
106,77,2814602066898582225,5392760022692097139,1586,
107,95,5258589491751956572,1933092162541956388,1731,
108,5,6696294259423521042,9177768322944146077,254,
109,43,2223399379915733278,4131654176516749935,1770,
110,40,3157500951379765556,6352761945121363883,175,
111,55,8873144786246809131,9062376821760071979,726,
112,83,8891224943444045394,5808832060598696762,522,
113,26,7664002741576292936,6626664516419548987,2335,
114,85,866068166534142722,5938236452856064448,2478,
115,39,7627285674090546271,3426248729773411033,27,
116,89,7297772329157183876,2973172902583047460,104,
117,57,3513160971579290936,5780822380919707317,174,
118,46,7302539628165488688,8224666523195020754,83,
119,94,3329839321368026297,7899188801355152851,1984,
120,91,5309183604469091649,1463553420161924507,648,
121,29,8892586337220416016,9111239592846236920,782,
122,16,6164545571226173954,5571923461191374076,1226,
123,43,8184580586995229678,1133052462779810320,1825,
124,67,3654150417995625782,3889864287342881738,35,
125,50,6824391687596977667,4107951649123453139,1056,
126,91,5836205687177677853,7883307304903806352,1831,
127,9,997693886123143682,6763860383329970534,2264,
128,10,1671099295544603027,886149666719250461,1719,
129,59,3655343664656516345,1296755747246872987,2443,
130,29,8495827246451690355,6044048652237530623,957,
131,34,4657272538891055564,978581943486242253,2751,
132,76,747044889111706149,1793504944515153496,2479,
133,13,8738901977924563135,2893770842765606282,1561,
134,64,6079638653022575725,7323224519044279604,2591,
135,48,7902224639020520547,5697807473519323493,1608,
136,77,5170913496076295152,4296695688756444025,1308,
137,5,1775899690583747360,6530385986993858717,2810,
138,56,7062752753793850782,1887340211204808506,2924,
139,97,6197392325907221826,222968856838200348,18,
140,71,7280697811386906907,5185027087384970010,2493,
141,30,5027474506409438819,4891178079685542170,2200,
142,62,2541260103384743412,4958445055956997738,2306,
143,54,8046452547651199318,5052769220222656772,1742,
144,11,9118317983597877518,7848295538139121218,1,
145,20,1812922674016220668,5875304975393960290,2113,
146,50,6334158936064788681,1234787179007489868,1516,
147,82,7811275296846540971,1645134653265375816,2352,
148,30,6950635681414411691,9012979422461259899,1736,
149,9,3391430186937946044,6260402255285088388,2132,
150,49,7113188476077482119,8562370491736742637,2637,
151,14,7459551415847358552,1962268482634028312,2350,
152,17,3906427941297059755,1368247217829473584,2426,
153,63,8255227374765017852,890315453497397256,1034,
154,85,3795812491601974584,2831516614668505825,437,
155,65,1266481238662969475,1895964781240422836,879,
156,70,2734509718346402927,177129609079386423,1030,
157,9,1987952322527481402,5266834042324054968,2799,
158,8,3692725595375796929,2486656945269061006,720,
159,77,5213793332871927043,3843625408921805213,2454,
160,26,6684944451493012736,7382589992766287114,1264,
161,81,6530413536272164436,3826431344860662551,886,
162,30,6647756964741627151,7586912408202088879,761,
163,9,6395079396664133335,3717935151288644901,2748,
164,51,7329184674985921403,496019839243705334,2942,
165,76,107062943262887946,3071755282281507412,20,
166,79,367895419749546821,8435026847841167003,170,
167,25,6347361382032907121,1565112280523377136,892,
168,53,2954398086207684223,7160704746434137301,1921,
169,26,2613744266465185348,202278143249466404,2471,
170,75,5819991456871048201,8006995422378553174,2997,
171,87,1869993537753306230,1491032759486536438,1197,
172,79,2545414462436017836,4315042080930857739,2904,
173,44,4144306821601405652,6620519158947632695,1696,
174,80,6515891136992972113,8800421441482589010,193,
175,79,8727668643950461567,6061201296164628231,2684,
176,1,8089098781237157506,8255835958538473590,1182,
177,86,6999261298936772918,1635122171841144163,377,
178,83,1267880387774626949,8377788251880144148,489,
179,50,2105472629088983970,3851996167274773293,1746,
180,37,7489864573044683614,7805805800171484360,314,
181,25,2111084203306200541,3048849972075648123,2754,
182,37,6272815678419116938,1730462080975509534,2783,
183,24,7254218587370850032,9205799743189850769,2117,
184,97,5615129984045304426,1606727180649863732,1583,
185,52,4660201844321148301,1996961359738806463,123,
186,4,9069242845027364941,863260744671688181,1841,
187,31,4700140190538248209,5069040751264301636,1442,
188,8,8575141349104141931,6006453160206837573,663,
189,30,2812806269704014281,1817384341524038563,1433,
190,57,732875605788064539,4233557692060005081,1114,
191,9,1051903581852093837,7690395268172976614,917,
192,20,3006723102194160593,180429471068360204,1974,
193,97,4307152435621587638,5192015229906705174,995,
194,75,3778165791307112212,2863432206835672415,1452,
195,98,1507885414034009247,9025863949080646054,1696,
196,27,3517880976310198307,4701622517234015330,724,
197,82,8354840512277985264,8342462274362226194,1492,
198,20,18511393067839799,1005276622996457882,2420,
199,77,662577348870217365,609692923177538248,2128,
200,27,367595285807907577,7425631858629770883,229,
201,70,1490892855051805952,3395973515057675689,1739,
202,55,817934909245576574,256672217490032287,2341,
203,75,5176129724331200157,3514121308322535495,210,
204,88,9060915880665143479,1959034437647204974,2428,
205,4,1179121920557289125,3877117621826355819,528,
206,87,1500867603135395571,5475769394468762156,2297,
207,55,6937610425369621743,6973390199455240820,934,
208,82,4839084626034113273,3670670997881904069,1229,
209,81,8093499788822382203,3184173374185673998,971,
210,84,6619952653056688434,8143664573653660406,1905,
211,63,726624714709916343,9133593730840223944,546,
212,68,8903389330977496006,7498132834925065852,1651,
213,20,4903335053563574411,6485925777250931374,106,
214,46,1867177528830827426,1633677173962711590,2081,
215,41,58057331400474990,8415769673596878029,2040,
216,24,71724345232955392,255765655114020385,989,
217,4,6746277479182793855,6986750869623908144,2475,
218,34,225615486632903209,277307590167292179,776,
219,38,9175531734307829619,6902347458037203819,2009,
220,85,3696930768017316073,2250537111070416155,69,
221,14,3472012972355326115,2706603973173454168,1323,
222,52,294093708755155500,7489058845382142091,2503,
223,36,7029783812048378992,2333162450695910497,2266,
224,13,6997215456408619045,6761530783845435463,1165,
225,30,1222115224368784545,6830103192817316539,1650,
226,12,4035630238569859466,7776895267870131658,2194,
227,68,360665341531517461,1114695432007204268,2936,
228,31,7821235501870085781,2789698254482516108,104,
229,79,3864448126104759809,4704764228730490033,1659,
230,15,8907457998002095565,893980393669643841,2135,
231,44,6891007834575374363,8075524744688088333,1351,
232,64,3304169782391491849,7873900822925236999,1375,
233,52,7332832467582678289,5189569831466215011,1791,
234,70,2826879629788197517,2311655912347997534,2647,
235,79,1760016628740968972,8042842597752754681,1389,
236,14,4374531637916716647,1856546735232207392,1919,
237,67,4996000713825877475,293892432714136738,401,
238,30,6613391734707799410,7774998913624083542,2796,
239,28,3656121573164379797,2405110445051070025,663,
240,92,5523751294744033799,3281169543311455134,2011,
241,8,2062194379132924380,7817605309971859137,2548,
242,14,5019642864703241941,6127754769277546337,1404,
243,37,2145156799350852049,5356760773508501987,1950,
244,67,9131277186157464698,2675244396467026302,716,
245,0,8469225305079874700,4700313924905587890,1546,
246,41,4598145993797986376,1994772583654799173,1478,
247,3,5680029452082154777,3324377874077019612,2093,
248,27,2442617477694479840,344020373524643988,1086,
249,70,3210952215430578224,95762359456694681,1414,
250,78,906324622586066020,5304898119662228648,2565,
251,0,9116136132308242962,694281318497905457,2973,
252,5,4637088979021346230,7644505051671796751,1694,
253,41,474127419692957467,9045552433992055099,27,
254,79,8811884958181585685,5717300021642665793,2537,
255,14,5635794176840758853,1694639871231505197,592,
256,39,6703561614295039631,123725028797098281,494,
257,83,3620698213651702313,4807884153551480524,1954,
258,65,1718737414760810586,7366079367657792492,597,
259,52,4432764727748287992,1050055725169214010,2628,
260,40,2227725129888638852,7522966824209720492,1059,
261,26,6244133495607647946,3674416837178674170,105,
262,19,7891579574727468902,977041074578504759,1366,
263,85,8959095154311957782,6660005753611242370,1841,
264,24,1660420828241108219,6579290896886064349,2743,
265,60,3857355512305479046,1114671029328090682,2112,
266,99,4203745846204396485,2601129962979405313,361,
267,69,995779994365617639,8871255126207834893,1040,
268,58,5983056644965936495,5141091370443800637,1940,
269,34,2049145695329315288,7105343581342394815,2968,
270,14,5178774748851064172,1975248923589823154,1768,
271,21,3353800724919190495,646486338581635195,74,
272,35,7487634231935022032,5363945999741003479,496,
273,43,5170340134610043287,2151647814938528457,229,
274,86,6110478464676909948,8557176851272468910,2303,
275,10,761447019289573569,6360235341750057650,1385,
276,42,8104875669255278369,2297941411993659248,109,
277,76,6260218448847352551,8958140497980752623,455,
278,12,120989691589422468,4723751440994248598,2602,
279,25,5342615399371215167,4807479350006912896,721,
280,58,7633818029836440219,29122973634735656,29,
281,65,6051394248725829180,7127109432570354337,152,
282,44,1398328330139881053,3719172169415392182,2481,
283,36,6653796561118659249,1424432982652862784,1781,
284,33,3639449924571200506,7790967357679224433,1701,
285,28,3857274832462599589,5929354251910334504,565,
286,79,1062906027845578261,4754326790712257012,2254,
287,85,3568381519727344172,9180252877399195910,1263,
288,99,7648812949990595386,4395051689024093352,2279,
289,21,5515956650328552861,5540703502578828613,2197,
290,51,271441132936491486,4316238692578063999,2387,
291,13,4867047455613779472,1706219947408409166,1182,
292,35,809947208560771343,5924950782200998819,659,
293,27,5931508919419686047,7341133435803460887,1172,
294,89,7562389159683612242,5639566401727757056,1493,
295,85,8793978812582690479,3418092421715365260,2620,
296,80,1012166706325822726,4029707029825709970,175,
297,76,2843947217606369742,2918003189272204209,640,
298,28,1504977722133409826,8142304815708867923,2976,
299,87,1546460649866455162,2038075842931884914,480,
300,80,2530520966364375849,2441908133880307395,2003,
301,55,6808850837096219178,1720568075822155042,1642,
302,89,4503032375199991307,4459732825669279122,2352,
303,37,478485880611017179,6143593201017772216,2394,
304,86,7772291964140553806,4885935711855433866,2005,
305,76,963852477592335839,5703550887918626273,69,
306,7,1982848538456864730,8569033675411497072,269,
307,25,7227431407864568999,8799522767406320034,1651,
308,1,9192339829913027415,1683898563974860591,1920,
309,57,3856483871651131109,537636776319376747,1939,
310,76,3025573590798899411,6739476250158795159,1160,
311,40,5129798779312180047,3090914541870715925,2184,
312,25,4941915111018065224,2782646487335560032,2754,
313,80,6873206443848003774,4526824218280202586,261,
314,12,8583710883727192981,8204982051235655660,2255,
315,43,1329064018610663725,8808724770815652948,2676,
316,38,4159941536606242446,3460538002755432056,499,
317,13,4901068893986241800,457912070499607756,22,
318,73,7923656282627472540,6789630835909213463,212,
319,13,4066248209593842290,5157005812226484533,2417,
320,10,5493490302104319886,155431192642617641,2635,
321,6,3280211536816276167,2603442238729676356,348,
322,27,1915618305205376443,4268216761236410224,1684,
323,97,1901126893795832526,1147033816038120993,2764,
324,13,7821337995776668211,9146332350192485130,1906,
325,11,3459733898784199212,3653389509275009673,1029,
326,1,2731433931155157699,175592531922236604,824,
327,99,5286649246436294660,5812249810455744598,920,
328,44,5536507359706918001,9016636983703540318,1365,
329,46,3246313699751829688,4232368522578518581,2829,
330,8,253458198898545898,6114855055493870932,2340,
331,46,5413886728381986285,1950009192833015056,974,
332,1,648504118765130838,5573840684124587500,2014,
333,75,8691892215874362127,2959457106807480618,175,
334,24,3491782263655044628,6903275528778233784,1451,
335,49,7554322016092084702,8034629737249984507,1646,
336,7,7849484304397294233,2544408423194856140,2113,
337,75,7918346255722102464,338699941080827653,2217,
338,6,7557798658418442927,247256016996137748,1556,
339,91,1343318250508857981,8751172249230190100,1147,
340,81,4529743206618409523,6525598060766084034,2594,
341,89,5994983886541704715,1557277830856607494,2606,
342,21,5523625292981601903,2679401063698887469,65,
343,69,7113959525450455116,3155485874815800984,2798,
344,70,4604236105600540380,8492834143888808186,1074,
345,73,5966859129153549891,5443991773480323830,1050,
346,97,4976511920326280795,7099489178032017856,1347,
347,50,9175573332169209108,7174042762811321484,822,
348,24,122105204513910697,9093526870871909458,559,
349,89,868564915328827259,4271091032267603463,2760,
350,23,3998108340359618620,7858441007059547809,2657,
351,71,2105602902248394161,1058476062537144450,273,
352,35,4237556957462000333,7945347497690463774,1590,
353,52,5812968260544541755,434398008468542276,717,
354,41,6734434254024138648,6110144165962084649,2828,
355,72,1720863303683487749,6195809472743121237,926,
356,42,5864393266801525535,4727815923172278602,565,
357,84,5972396632644222650,7980542976077349581,2914,
358,8,1539393184098934159,4598806118294618392,2842,
359,26,3248882004069968157,4843496582245919581,801,
360,56,4234559065916707389,474055517308101995,198,
361,45,4691093107939448298,3631996553050622076,400,
362,79,6787713680040657674,5975459019806676593,526,
363,24,5334966589425899068,4003362037552613262,975,
364,74,3704338304336246392,2664676154852933224,572,
365,95,956161695366455234,1843456761756172256,2985,
366,34,6301480051237066009,5233894040314058743,1788,
367,47,1619154309272246877,837189118818879842,1343,
368,41,5167713451477345130,639917616860608251,885,
369,52,5004447945764523931,5165587864477141093,380,
370,96,611864187830347253,2909567583725689679,1684,
371,97,5674107192655157057,9027094472688230388,1846,
372,75,3687565449987380134,5943679698924568871,1358,
373,76,4286294132958497719,4917375722486040665,322,
374,73,2383977840721019515,932414209241460911,523,
375,44,3646859516108341494,6139060496465627003,786,
376,84,619623816609679040,4037360878694151111,1379,
377,8,2832702990562599675,5665702770395783333,1206,
378,65,2040822026318698981,4852041205966912900,2242,
379,75,7296774934158953863,4817521090066867525,2467,
380,26,6070021406627428035,1456681448358093725,861,
381,91,7858012709955139276,7196747547968372780,1877,
382,54,630432553117035258,3860507896641651614,498,
383,7,2077580769874196390,5425919551995869754,2659,
384,68,754987483316868958,1386646306746069229,258,
385,53,1520146177603804414,4956865949787614407,649,
386,20,3875145367998041488,5550170983214691782,2420,
387,54,2883875244694114556,1316373775904806173,2320,
388,46,5101230962325262186,3922221991048838853,2611,
389,71,1289893676911558432,4880654515143822105,191,
390,8,5321134139636278295,8590317400524800240,522,
391,18,7511733789086219150,8189625629002562581,2406,
392,58,5750512563966655261,4156913783497702142,1657,
393,53,3404721182222118921,3476717317542509100,2674,
394,7,6698765858903144234,9072048879052088235,2402,
395,9,4412984451755306464,2802417125465131548,2618,
396,48,6243895072781533677,3340160815904154457,2178,
397,11,6577894055557132859,4441026948782182857,1503,
398,97,8797931894352512344,7129189173493371135,2978,
399,68,4203613996931299194,5017594208583919307,1478,
400,41,6598824495533701101,235893602999284359,2420,
401,72,73541848456880938,153361267530770852,2002,
402,68,7177494853705968619,8036757567186665851,1094,
403,43,5282762481366745093,6931731580504382910,183,
404,51,7714772118917604071,8309957526561848726,94,
405,5,3483886570115201033,951004485074757402,1035,
406,94,477187043506535726,4882073643348225747,776,
407,37,141398266797357565,379645690177700893,2109,
408,24,4099489375096055770,7211651332216755988,580,
409,58,8417856185927645781,58562757794780489,188,
410,96,980807265016445459,8709290188343654798,2735,
411,84,7896651635351667867,4577702430082859352,1843,
412,7,8936969920046882826,7721418282266401034,1867,
413,52,4931531498885032871,6258001971415855640,1687,
414,18,8801090991241968892,8190444702270822106,537,
415,70,29309816745302868,4016223317968027479,2762,
416,43,5908564439414498792,3507327153527418277,1747,
417,22,8471126787706347677,9172316833602395243,622,
418,81,6875965638303000731,4412848756921798381,657,
419,49,792702396657302146,4803731230005508319,923,
420,71,287890285166051930,462379271023000387,165,
421,98,9200302298677338026,5866174698864139747,204,
422,43,5671488346855398647,292154182008701185,1692,
423,60,6852676311285145562,4448636761456075965,1471,
424,68,9133437225995476430,3802142817854348360,2629,
425,89,6308618929665415772,1931597121204773719,1737,
426,72,5533388683694582072,2386266105539304449,1637,
427,17,3854792783174006319,7314859615591630672,1685,
428,25,2185763029778133409,6550724992241710380,399,
429,52,3590203402108174348,1650769566402844028,1526,
430,72,3633564506557195701,8712279507939518964,2987,
431,87,8113531636921858458,5374918457065190211,269,
432,60,710947602542335008,8288536639194550336,720,
433,19,8535040515278960948,4413294226162163015,2867,
434,10,2968036363784656952,1673478424147764323,2306,
435,81,4905179901417213063,6490284548150268682,637,
436,78,1534052971467567054,4008495696050033350,1952,
437,12,410193152390500359,7421374499203479359,154,
438,27,4263760398342695913,9181081513215007930,1894,
439,93,9202020446668399164,6939728144150614566,387,
440,70,2647442734042134691,7309034951956289168,2969,
441,68,8706043859421839743,357979101301448125,1161,
442,67,6225158755696262030,5135948422683082419,2453,
443,29,1562661173606533893,2132345214840541497,2276,
444,46,6017404289834492224,8381888631963451811,2012,
445,91,4634386917934896650,8807296924525779371,2886,
446,65,7482859905566637523,1286108832855338191,1875,
447,24,7507211485732452965,5041211043921727520,1398,
448,0,4090345303973462731,2985195449318674657,1406,
449,37,7353335402673263384,5850783987716437608,109,
450,79,8003380543167558146,1205235794122354067,2407,
451,76,8462708389907358821,7625301481361624625,2142,
452,43,6968221320831344502,2724043612004528378,1289,
453,21,3058650121327337188,3188821032658165817,2690,
454,12,1213956893336268358,3299154167034207573,1592,
455,51,1653808370004130945,5293680655349472018,1015,
456,87,947985195884553268,2188166797665365663,1701,
457,99,6411789628955322630,7932768590720521789,392,
458,65,8944958865269520741,7671090218273187249,1282,
459,1,3553879230384860892,877829007874358640,642,
460,75,3326738864075939702,376372010940100492,2052,
461,90,8733739894859397782,9097081698533862999,1278,
462,55,2578935721667121964,3616631799283595155,1774,
463,32,6928451127653505315,1726101179833372161,1160,
464,17,290377124792013917,8495386168101501755,1346,
465,59,5384799635354558755,5283957843385186348,2846,
466,53,2548120983488369378,3854419233753959596,1551,
467,68,9104601039607799874,1513964792089328424,1580,
468,48,5795947246937600044,7481397458401745139,566,
469,39,8865189808684905195,2553336676098382926,91,
470,83,3220313225435517612,839710980307288963,1477,
471,87,6903110510825792656,7233884890291225816,2161,
472,76,997824506965047020,823996598021368727,2595,
473,57,8229931413627213815,8013380124479780644,1364,
474,18,1361380305167363888,1525478776372090651,52,
475,78,6999285036729281328,5265520342871888067,1007,
476,40,9036795265554673968,1692428019181797397,2547,
477,35,916662887917082555,3809693511267515511,2481,
478,68,5671753952813375742,2310003483976718659,14,
479,38,5086659247661524834,4294283319474882676,1315,
480,28,8460933490913440029,8775589308217906122,368,
481,51,1470321621144479157,6766802922295934337,192,
482,93,4094337574085502856,1609766922342444430,1081,
483,69,4493876556914488878,7682308412840496461,1712,
484,65,1952988921252362669,3586367528806542815,2882,
485,17,1423113565225540335,2706599614451251216,979,
486,43,7004996030305468279,7380148495244425429,2909,
487,14,1780546826670072662,7460843823441075596,749,
488,80,1594657338593931860,2118683019129338581,662,
489,29,3164517610049177997,6305299715539378701,2572,
490,98,7050798679010719983,4083952875586118432,2198,
491,97,7905885243636653921,7203962047094791269,1293,
492,77,9067203305777606105,3526775289925988396,1726,
493,99,4174964234784988502,6275257909713787415,835,
494,97,7566190119849037553,3134570566114703771,2731,
495,29,7657616809650629649,5781399545463997966,1295,
496,27,8845285569454162302,8502384271867945065,2369,
497,55,293150836031009570,4118944314212886982,320,
498,11,7981335727031555997,3674817715011182470,2609,
499,66,5626741618851218930,5260942546568821514,1947,
500,30,8306975542292318680,8844324778345088796,1500,
501,48,4083718933500801998,7982147608002674412,2351,
502,12,563656029010249658,6790093275095770767,2052,
503,96,3798556690041748528,4099616046643943255,2677,
504,7,4890863486410829680,1618711978490458825,1231,
505,61,2309468156921246188,7863621125851324590,2520,
506,31,5156080555942382075,6741312474761747870,2353,
507,99,4053127818729357932,5164997652376823710,2657,
508,20,1604553187379510173,485849773642145414,874,
509,30,3853874961308167636,2263715383784902781,1080,
510,79,2684556023411754775,6401424965856805954,2290,
511,57,6598393621939770165,3137815152496206928,164,
512,58,8604828769875616473,1758108372874590680,981,
513,59,385426531658639384,5017652388862400168,649,
514,69,7652066526396218389,8559237629071174148,265,
515,93,501483014203264302,8781637842597380530,2212,
516,65,319087224136675389,7014259636124080871,2234,
517,29,3225722541672201875,6412898359539400408,588,
518,12,4742714088506440987,7084702911819818830,1386,
519,60,1082106622161151839,578498052292443470,117,
520,47,9078542272065265162,4936806892675883823,450,
521,76,1033429625336367869,7626212533251042819,1880,
522,9,6148631350709389064,8595490718986549319,1138,
523,54,4473171095386946106,8520440309474013082,1743,
524,21,6596815401982344530,510624964791587793,440,
525,11,2402440731012278070,4142427779329003843,875,
526,81,780536878588694420,7871111802607083603,635,
527,77,4670820998571373659,3863732347254703047,352,
528,63,5796490142840794899,1652263169230126500,2868,
529,73,5822752831424656246,2115750462055889175,2637,
530,62,5435631942167531970,2563169383445700487,1207,
531,87,4480574583826865520,133508254817724279,2489,
532,47,8621021893871920894,2890364461978699159,2508,
533,42,3311677291879107204,6391353518817686759,804,
534,6,2062931600146137603,8919533040194042062,257,
535,34,5471045634324474739,8094598447645757339,2151,
536,59,7648743728311432310,5631806888624860601,2653,
537,8,2192177572848684686,5989554008397458025,1792,
538,38,4555314361129537266,6045932997241921729,1602,
539,70,5189146758827086245,4334463897575325416,80,
540,7,8602772652524368197,3730700271174333491,1658,
541,13,1421945927120494987,3654978496425900415,2883,
542,42,8716324782042451040,8042882198367791988,2182,
543,38,5931585751022739890,2828819731506046924,860,
544,28,6384879499698011433,745444883929330299,1658,
545,54,8849351910875358637,2745990651114593198,250,
546,51,2593425738968111795,7094854976522488485,1569,
547,83,1298682083183557268,4499375661847780600,1958,
548,53,384959710880671516,5634063553805261859,990,
549,44,6070574573370395312,8156244283719276056,1372,
550,39,530034044941590566,4759671429813568549,1035,
551,31,6659886372335958173,6100019796346977982,13,
552,62,4964415014188435440,7743111097569867453,1803,
553,72,2646783548853703193,8182744758879802831,710,
554,29,1842392196744365781,1070291669024168262,2826,
555,79,602021419981315600,1390713734860138189,1228,
556,55,6878386275272767478,2552446526633238115,1462,
557,2,3287325348818422843,5358903217009265600,1833,
558,13,1401582841074481074,5781612768143854171,636,
559,58,5278285785138210986,5119825761045227859,2406,
560,94,4565786576542688304,8631564480214541838,1700,
561,88,274865920948607883,1330838829227428836,2507,
562,38,1451657306844382643,740750001925842536,414,
563,33,8543412996107572655,9039052760854063039,499,
564,68,7589361272064235659,3207725742937057197,314,
565,12,1726516676285176498,4002005373448278969,779,
566,5,7558471220287081831,817194977683350673,2076,
567,44,5282299183341196261,4642308396795926182,2899,
568,15,318221023310854734,1088457110737888023,1941,
569,42,9012674119563846510,3796847116670190043,36,
570,77,3833967094956622025,3293750628886320303,2761,
571,26,827587502126191474,5213581044261269287,1008,
572,56,7714282290852396623,3203959074118834462,336,
573,54,4279748078422821704,6316686662141801678,1446,
574,42,3539658898582931155,2759888993385089159,1982,
575,4,3746991212011326464,8833268747449530417,1036,
576,90,8959572430655432991,4989626014844828102,1455,
577,7,7563825559648085821,3595419438229677073,778,
578,85,3646637347302755304,2081194861857770146,2992,
579,60,6411250429942189312,2629902581764331469,2927,
580,90,6019414032559882761,2950051977361323879,2463,
581,27,3769522747034749146,4903731352621784357,2163,
582,9,7468470374607560475,8257593869874762368,1595,
583,81,8177710009520812977,7162119903499566146,2100,
584,22,29942056804684937,1590380466953393759,738,
585,45,356894639860427984,5970934274637081113,2908,
586,35,3962408500886460249,7921528005262233084,1486,
587,97,3201747731346789212,7322335952985083326,1008,
588,24,2016241066357219999,1993414442327590866,1275,
589,47,6088011659127285457,6866224779044789219,1475,
590,10,4987905183426243739,5328643921542849421,1960,
591,3,2788010563295400185,4518180737826645533,2588,
592,16,1958270205853383925,7855299661163672002,223,
593,54,5678561898155622661,3939419862752393798,1180,
594,5,7791029948560553914,4404857626603762764,297,
